Drug Quantity (kg),Suspect Name,Age,Gender,Flight Number,Time,Date,Source Country_Brazil,Source Country_Colombia,Source Country_India,Source Country_Mexico,Source Country_Netherlands,Source Country_Nigeria,Source Country_Peru,Source Country_Thailand,Source Country_Venezuela,Destination Country_Canada,Destination Country_China,Destination Country_France,Destination Country_Germany,Destination Country_Italy,Destination Country_Japan,Destination Country_Spain,Destination Country_UK,Destination Country_USA,Drug Name_Cannabis,Drug Name_Cocaine,Drug Name_Ecstasy,Drug Name_Fentanyl,Drug Name_Heroin,Drug Name_Ketamine,Drug Name_LSD,Drug Name_Methamphetamine,Drug Name_Opium,Flight Name_AirIndia,Flight Name_AmericanAir,Flight Name_BritishAir,Flight Name_Delta,Flight Name_Emirates,Flight Name_KLM,Flight Name_Lufthansa,Flight Name_Qantas,Flight Name_SingaporeAir
0.385571142,John Ruiz,32,1,AA746,01:17,22-09-2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.878156313,Robert Wilson,52,0,DL301,04:19,23-09-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.783767535,Jane Garcia,55,0,AF478,03:49,24-09-2021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.596793587,John Martinez,35,0,BA883,20:36,25-09-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.103807615,Sarah Martinez,23,0,AF308,18:48,26-09-2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7749499,Laura Martinez,18,0,DL138,02:06,26-09-2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.023647295,Anna Miller,29,1,DL200,04:45,26-09-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.943887776,Jane Miller,22,1,AF559,17:45,26-09-2021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.397795591,John Doe,52,1,BA598,01:08,27-09-2021,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2749499,David Smith,60,1,DL950,08:03,28-09-2021,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.023246493,David Garcia,51,1,AF208,04:37,01-10-2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.412024048,Robert Garcia,23,0,AA303,04:03,01-10-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.465330661,Carlos Wilson,30,1,EK694,23:42,02-10-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.743486974,Robert Garcia,24,0,AA811,20:49,03-10-2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.78757515,Carlos Miller,40,0,BA481,08:18,04-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.751503006,Robert Lee,60,1,EK445,21:19,04-10-2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.409218437,Sarah Anderson,38,0,LH236,08:15,05-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.156312625,Anna Ruiz,52,0,BA864,02:17,05-10-2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.459719439,Carlos Anderson,50,0,AA198,16:08,10-10-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.749699399,Robert Garcia,34,1,EK162,01:41,10-10-2021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.376553106,Carlos Smith,36,0,AF474,06:51,11-10-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.79258517,Laura Miller,51,1,AF221,23:10,12-10-2021,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.239078156,Laura Smith,38,1,BA926,13:41,12-10-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.476352705,David Anderson,40,0,EK793,05:17,14-10-2021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.93006012,Carlos Martinez,44,0,AF289,01:03,15-10-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.772745491,Carlos Lee,18,1,BA764,07:29,16-10-2021,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.064529058,Anna Lee,48,0,LH871,23:24,17-10-2021,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.578957916,Michael Ruiz,55,0,AA806,00:35,17-10-2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.120240481,Anna Doe,54,1,AA795,16:26,18-10-2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.967935872,Laura Anderson,25,0,DL787,06:49,21-10-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.484769539,David Martinez,49,1,AF440,16:22,22-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.681763527,David Smith,59,0,LH371,12:33,23-10-2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.796192385,Anna Anderson,19,0,BA473,10:12,25-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.554509018,Carlos Wilson,42,0,AA677,13:03,25-10-2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.339278557,Robert Wilson,49,0,BA105,07:26,25-10-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.593386774,Carlos Smith,30,1,EK998,05:18,26-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.360721443,Maria Doe,20,0,BA368,21:00,26-10-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.965130261,Michael Miller,50,0,LH560,09:10,27-10-2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.681563126,Anna Martinez,44,0,AF523,15:46,27-10-2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253306613,Robert Ruiz,21,1,AF865,12:07,28-10-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.118036072,Maria Wilson,41,0,BA755,11:24,02-11-2021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.070340681,Jane Doe,52,1,AA462,16:33,02-11-2021,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.967134269,Michael Garcia,21,1,AA201,03:28,06-11-2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.509418838,Maria Doe,51,1,LH392,05:45,07-11-2021,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.732264529,Carlos Wilson,45,0,BA106,11:11,09-11-2021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.642885772,John Lee,37,0,DL436,18:59,10-11-2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.851503006,Robert Brown,60,0,LH998,13:02,13-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.940881764,Carlos Doe,60,1,LH539,05:07,13-11-2021,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.550901804,Anna Garcia,49,1,AF271,16:49,15-11-2021,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.85991984,Maria Miller,29,0,DL954,05:50,15-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.28256513,John Ruiz,49,1,DL189,05:27,16-11-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.633466934,Robert Lee,25,1,AF867,05:02,16-11-2021,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.800400802,John Brown,58,0,LH596,16:15,18-11-2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.021843687,Robert Smith,55,0,LH955,20:43,20-11-2021,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.31002004,Michael Doe,43,0,DL974,15:32,24-11-2021,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215230461,Carlos Ruiz,27,0,LH703,07:35,24-11-2021,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.585571142,Laura Lee,38,0,AF600,08:59,26-11-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.982164329,Sarah Doe,26,0,AA801,16:58,26-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.263727455,John Brown,59,1,BA662,11:53,26-11-2021,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.163126253,Jane Wilson,21,1,AA694,12:05,27-11-2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.64008016,Maria Miller,41,0,BA666,22:47,28-11-2021,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.375150301,Michael Smith,41,0,AA691,14:27,01-12-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003807615,Laura Brown,57,0,BA499,12:41,02-12-2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7,Jane Smith,41,0,LH146,09:27,03-12-2021,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.000801603,Jane Doe,49,1,AF473,11:14,03-12-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.020841683,Carlos Ruiz,43,1,AF117,19:39,03-12-2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.228256513,Laura Martinez,34,0,LH497,11:37,04-12-2021,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.788176353,Jane Ruiz,45,1,EK469,13:06,04-12-2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.032064128,Laura Martinez,48,0,LH186,23:03,06-12-2021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.173146293,Sarah Miller,51,0,EK800,16:07,06-12-2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.314629259,John Miller,50,1,DL564,07:23,07-12-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.07995992,Maria Anderson,42,1,AA937,09:51,08-12-2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.670941884,Sarah Wilson,26,0,EK240,19:25,09-12-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.484769539,Sarah Ruiz,39,1,AA613,05:57,12-12-2021,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.064529058,Maria Doe,59,1,BA362,04:41,12-12-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.448296593,Robert Miller,52,0,AF158,17:32,15-12-2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.532264529,Anna Smith,35,0,DL383,03:15,15-12-2021,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.902204409,Jane Miller,52,1,DL222,03:36,15-12-2021,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.582765531,Sarah Martinez,20,0,LH807,00:15,15-12-2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.089779559,Anna Brown,46,1,LH459,01:43,18-12-2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.127054108,Jane Miller,40,1,AA401,15:42,19-12-2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.633066132,Robert Smith,40,0,BA576,21:23,19-12-2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.790380762,Maria Anderson,44,1,LH336,13:34,21-12-2021,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.567735471,Carlos Ruiz,56,1,AA937,11:38,21-12-2021,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.70501002,Michael Miller,47,0,EK531,20:23,21-12-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.573547094,Maria Martinez,59,0,AA308,03:59,22-12-2021,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.429258517,David Miller,18,1,AA548,22:02,23-12-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34008016,John Wilson,41,0,DL816,12:22,24-12-2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.946292585,Maria Lee,34,1,BA207,13:41,25-12-2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.045891784,Anna Martinez,26,0,AF988,19:11,26-12-2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.888376754,Carlos Lee,29,0,AF569,17:24,26-12-2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.683567134,Anna Martinez,53,1,EK260,06:20,27-12-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.267134269,Anna Garcia,45,0,DL468,05:57,27-12-2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.930460922,Michael Smith,35,1,EK259,01:46,01-01-2022,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.786773547,Laura Lee,60,0,LH143,11:49,03-01-2022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.553507014,Michael Lee,27,0,BA469,11:47,04-01-2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.544488978,Sarah Smith,41,1,AA415,19:33,04-01-2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.865931864,Sarah Ruiz,21,1,DL695,06:02,04-01-2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.883767535,Maria Garcia,36,0,BA703,06:42,04-01-2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.162124248,Laura Wilson,21,1,BA566,18:08,04-01-2022,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.093186373,David Anderson,18,1,BA796,19:14,05-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.708817635,Michael Wilson,35,0,DL958,13:59,05-01-2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.584769539,Maria Miller,54,1,DL743,08:49,06-01-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.526653307,David Brown,46,1,DL224,18:52,06-01-2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.771943888,John Miller,25,0,AF392,07:46,07-01-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.451703407,John Garcia,43,1,AA699,06:35,08-01-2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.095591182,John Ruiz,43,0,AA990,10:30,11-01-2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.512825651,Jane Ruiz,34,0,AF195,00:52,11-01-2022,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.049699399,Sarah Garcia,44,1,AA666,02:36,12-01-2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.305210421,Carlos Miller,58,1,BA959,17:54,14-01-2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.275150301,Sarah Brown,33,1,LH339,11:23,14-01-2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.036272545,Laura Lee,52,1,EK775,18:22,14-01-2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.964128257,Robert Doe,24,1,LH934,02:59,16-01-2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.897795591,Maria Brown,45,1,LH282,17:41,18-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.819238477,Jane Lee,48,0,AF367,22:29,21-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.391182365,John Miller,50,1,EK868,00:38,21-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.774749499,Robert Brown,30,0,AF171,09:43,22-01-2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.14248497,Laura Miller,48,1,BA880,22:00,23-01-2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.493987976,John Martinez,23,1,AA723,22:51,24-01-2022,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.418637275,Laura Ruiz,24,0,EK453,17:42,24-01-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.490781563,Sarah Ruiz,48,0,DL362,00:12,25-01-2022,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.299398798,Jane Garcia,21,0,BA292,07:14,25-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.580761523,Maria Garcia,31,0,LH869,04:53,28-01-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.573146293,Sarah Smith,51,0,BA334,12:52,28-01-2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.006012024,Anna Anderson,34,1,BA215,09:38,01-02-2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.054709419,Jane Brown,59,0,DL853,16:33,03-02-2022,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.026452906,Jane Smith,47,1,LH939,20:46,04-02-2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.185771543,Michael Ruiz,33,0,AF388,06:11,05-02-2022,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.629458918,Michael Lee,18,1,EK710,19:02,05-02-2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
